X1,X2,class
481.5,442.5,1
653.5,-352.5,1
-229.5,-44,1
-398.5,628,1
385,764.5,0
987,679.5,0
-657.5,-652.5,0
132.5,569.5,1
118.5,658.5,1
562,248,1
-907,-346.5,0
28,-60,1
-318,-342.5,1
470,669.5,0
37.5,-688.5,1
-636,-551.5,0
-365.5,746.5,0
-604,-854.5,0
-396,-278.5,1
-863,-763.5,0
490.5,-964,0
-23,708,1
-626,278,1
-990,-334.5,0
-510.5,-605,1
-190,592.5,1
152.5,-861,0
-556.5,-560.5,1
343.5,-867,0
335.5,382.5,1
626,871.5,0
-132.5,89.5,1
817,-33,0
-378,-812,0
-438.5,262.5,1
-906,863,0
938.5,-52,0
239.5,75,1
-924,-744,0
690,587,0
-231.5,-419.5,1
101,786,1
-603.5,571.5,0
-87.5,520,1
672,-444.5,0
358.5,-557.5,1
-438.5,48.5,1
511,-919,0
-590,627,0
-912.5,580.5,0
883.5,688.5,0
833.5,-236.5,0
762.5,590,0
-489.5,-588,1
982,-866,0
-599,7.5,1
571.5,-551,1
787.5,982.5,0
91.5,-714,1
-881.5,-910.5,0
393,-613,1
-575,-120,1
-175.5,-569.5,1
640,-660.5,0
-997,-954.5,0
120,-964,0
-661,-607,0
-842,611,0
578.5,-536,1
274.5,-492,1
-176.5,-178.5,1
-250,768,0
-559,-337.5,1
852.5,861.5,0
-962,-732,0
-127,228,1
602,708,0
-575.5,-976,0
357.5,528,1
-184,996.5,0
428,233,1
515.5,-298,1
-547,-585.5,0
-254,411,1
35.5,835.5,0
406,579.5,1
-917.5,-243.5,0
-240,271.5,1
-848.5,382,0
501.5,-324.5,1
772,603.5,0
-725.5,-825.5,0
115.5,-876.5,0
174,514,1
-212.5,-365.5,1
828,-669,0
194,-438.5,1
-189.5,-690,1
573,-811.5,0
854.5,-693,0
47.5,430.5,1
-452,781.5,0
-723.5,-730.5,0
614.5,977.5,0
-117,-954,0
-536.5,-852.5,0
-654.5,816.5,0
257,-545,1
-871.5,-96.5,0
-66,-885.5,0
-381,-165.5,1
115,-9.5,1
-107.5,-566,1
203,793.5,0
399,-183,1
352.5,313.5,1
-872,683,0
-39.5,-863.5,0
913,31,0
-474.5,447.5,1
-351,445,1
490,136.5,1
559.5,-133.5,1
497.5,-325.5,1
-589,-720.5,0
806.5,-16.5,0
603,-220.5,1
962,-72,0
-615.5,-958,0
174.5,911,0
-77.5,-738.5,1
-282.5,820.5,0
-916.5,-739,0
-728,193.5,1
-246,40,1
389,308.5,1
-645,-687.5,0
262.5,154.5,1
-857.5,523.5,0
839.5,-500,0
-758.5,-224,1
899,643,0
-400.5,-435.5,1
355.5,349.5,1
-15.5,-386.5,1
643.5,-25,1
570.5,-612.5,0
-452,373.5,1
-810.5,-706,0
-475.5,-257.5,1
249.5,-986.5,0
-143.5,574,1
-222.5,-219.5,1
-798.5,-354,0
-50.5,484,1
-447.5,-739,0
-277,-356.5,1
-608,-977.5,0
88.5,-874,0
449,-27.5,1
900.5,-681,0
857.5,485,0
769,-661.5,0
189,-566.5,1
169,762,1
-27,3.5,1
-209,-8,1
-897,-147,0
-878.5,-791.5,0
-52,-273,1
846,808.5,0
-466.5,449.5,1
-287.5,862.5,0
-42.5,279,1
886.5,-59,0
452,-204.5,1
398.5,744.5,0
425,32,1
733.5,281.5,1
-601,-288,1
245,-308.5,1
-583,-844.5,0
-213,566.5,1
420,-688.5,0
-377,678.5,1
-979,-780.5,0
-207.5,-119.5,1
881.5,834.5,0
660,-679.5,0
-954,-55,0
348.5,-87.5,1
-397.5,-507.5,1
-595.5,546,0
624,774.5,0
-698,-643.5,0
170.5,-748.5,1
-364.5,886.5,0
-498,-737,0
556.5,-229.5,1
757.5,679.5,0
884.5,-957.5,0
-763,-265.5,0
-807,320.5,0
323,287.5,1
-612,-229,1
-30.5,-714.5,1
838.5,92.5,0
-4.5,13,1
-8,-63.5,1
-573,432.5,1
-755,3.5,1
814,-320,0
981.5,790.5,0
-769.5,-713.5,0
345,-990,0
-420,558,1
-761,467.5,0
766.5,-860,0
-418,-943,0
-128,-816.5,0
260,-159.5,1
186.5,425,1
13.5,-143.5,1
712.5,287,1
-499.5,-460,1
-30.5,248.5,1
654.5,390,1
799.5,-71.5,0
236,153.5,1
-913,-140.5,0
102,-350.5,1
-281,40.5,1
-964,-74,0
468,-190,1
-562,-784.5,0
-151.5,120,1
-426,208,1
717,-955,0
-659.5,970,0
-415,837,0
-241.5,-609.5,1
-691,-324,1
661.5,-185,1
-725,-717,0
-536.5,778.5,0
-115.5,-787,1
-219,735.5,1
-838,957,0
-375.5,213,1
73,955,0
771,-408.5,0
-331.5,-863,0
438,-928,0
-659,-23,1
-64.5,-972.5,0
-750,882.5,0
978,-817,0
-817,-318.5,0
-766,453,0
-119,433.5,1
764,-263.5,0
276,466.5,1
389.5,-168,1
-15,369,1
-651,115.5,1
-897.5,849,0
-35.5,606.5,1
645,-199.5,1
-196,831,0
116,345,1
-272.5,-34.5,1
-526.5,-696.5,0
924,1,0
431.5,-125,1
44.5,-314,1
-208.5,620.5,1
-224,-404.5,1
230.5,709,1
77.5,765.5,1
801,940.5,0
534.5,470,1
68,807.5,0
-75.5,-426.5,1
305.5,271,1
601,-491,1
422.5,738.5,0
569.5,-643,0
-171.5,185,1
-534.5,917.5,0
-351.5,887,0
-64.5,-477,1
-889.5,-49.5,0
-804.5,-271,0
-347.5,15.5,1
710.5,921,0
680.5,-559,0
25,851.5,0
206,573.5,1
-763.5,714.5,0
-715.5,-407.5,0
-754,-625,0
-7.5,-261.5,1
-246,-475.5,1
-97.5,-620.5,1
-657,-997,0
716,-532,0
-779.5,498.5,0
732.5,-107,1
63,930,0
8,786,1
-624.5,-285,1
-461.5,679.5,0
-605.5,226,1
-349.5,248.5,1
366,-701.5,1
780,-183.5,0
160.5,-698,1
-757,-739,0
924,-168,0
-722,318.5,1
-767.5,-686.5,0
241.5,-527.5,1
-799,-845.5,0
705,693,0
633.5,-391,1
-285.5,-194.5,1
268.5,639.5,1
-627,-885,0
-631.5,31.5,1
972.5,-713.5,0
925.5,921.5,0
876.5,370.5,0
510.5,-967,0
340,-132.5,1
594,522,1
801,-642,0
-16,817.5,0
848.5,-911.5,0
531,-332,1
-617.5,-160.5,1
217,562,1
485.5,699,0
199,210.5,1
-194.5,588,1
210,-766,1
-71,-85,1
883,873.5,0
-828.5,-920.5,0
-353,772.5,0
-845,-1,0
692.5,-459.5,0
588.5,-730,0
793.5,653,0
-378,185,1
718.5,140.5,1
954.5,-668,0
-969.5,990,0
-64.5,-992,0
448,-372,1
-744,499,0
118,-332.5,1
188,250.5,1
122,-533.5,1
2,-922.5,0
-662.5,572,0
-595,-757,0
685.5,684.5,0
208.5,-638,1
419,767,0
-453,884,0
-673.5,737.5,0
116,420,1
-510.5,-103,1
-34.5,831.5,0
-762.5,98.5,1
50,-22.5,1
942.5,327,0
612,-731.5,0
989,465.5,0
-769,-68.5,1
794.5,271.5,0
-767,-873.5,0
631,-364.5,1
6,586,1
-192,-721.5,1
-637.5,-250.5,1
338,368,1
286.5,679,1
-878.5,-63,0
43.5,-201.5,1
-840.5,296,0
971,262.5,0
449.5,-118.5,1
-588,-395,1
244.5,861.5,0
762,-425,0
-106,-580,1
845.5,122,0
39.5,-593,1
818.5,-173.5,0
-445,-206,1
80.5,629.5,1
140,-519,1
694,230.5,1
-522,-972,0
307.5,-661.5,1
-214.5,486.5,1
705.5,-288,1
283.5,540.5,1
-266.5,284,1
273,-183,1
77,251.5,1
-587.5,960,0
946.5,431.5,0
-482,-259,1
139,-441.5,1
372,-449,1
593,-732,0
570.5,-300.5,1
808.5,-312.5,0
348.5,193.5,1
462,-126,1
-932.5,-662,0
-503,150.5,1
27.5,-968.5,0
485.5,-207,1
-926.5,-877,0
-327,465.5,1
-391.5,725,0
384,-614.5,1
-148.5,100,1
776.5,-389.5,0
654.5,560.5,0
806,-344.5,0
987.5,-102,0
559.5,-415,1
92.5,-651,1
248.5,961,0
-951,-31,0
633.5,842,0
341,-279,1
-388,-812.5,0
-596.5,358,1
-990,-287,0
-401,805.5,0
-374.5,443,1
582.5,-582,0
246,-464.5,1
427.5,-776,0
-762,513,0
-510.5,140.5,1
469,965.5,0
53,-720.5,1
-776.5,-153,1
324.5,-63.5,1
393.5,448,1
174,-538,1
-808.5,531,0
423.5,728.5,0
-333.5,-157,1
-924.5,688.5,0
906.5,830.5,0
-428,-702,0
-919.5,719.5,0
-913,-81,0
891.5,313.5,0
361,-958,0
-197.5,964,0
746.5,-413.5,0
189.5,588,1
-216,-367.5,1
972,614,0
-968,-893.5,0
744,417,0
-758,365,0
110.5,-249,1
697,-447,0
82,-504,1
-6.5,-770,1
-129,689.5,1
-187.5,-4,1
-834.5,-56.5,0
-665.5,883,0
-57.5,-799,0
176,458.5,1
941.5,-208,0
-483.5,-888.5,0
-859,-742.5,0
-164,-139,1
-678.5,-926.5,0
-94,-39,1
-286,40,1
971,-800,0
-130,693,1
-479.5,-745.5,0
-488.5,-970.5,0
-322.5,-959,0
355,-294,1
520.5,17.5,1
-986,401,0
-705.5,693,0
-563.5,-73,1
-3,226.5,1
414,517.5,1
-778.5,306,0
-631.5,429,1
25.5,-436.5,1
-401,-183,1
142.5,943,0
-905,-499.5,0
604,-101.5,1
920,-28,0
-337,764,0
12.5,732,1
-689,-516.5,0
186.5,-689,1
971.5,-165,0
728.5,575.5,0
-716,47.5,1
294.5,673,1
-217.5,-114,1
-547,1.5,1
-158,-5.5,1
-198.5,456.5,1
593,-510,1
-39,161.5,1
322.5,-308,1
-751,-962.5,0
290.5,-932.5,0
-802.5,-95,0
-980.5,889,0
-513.5,999.5,0
-869,339,0
-634,675.5,0
-947.5,-289.5,0
-46,-764.5,1
-947,-439.5,0
625.5,-565.5,0
488,-577,1
374.5,686.5,1
820,-774,0
197,392,1
-140,928.5,0
960,-121.5,0
981.5,-920.5,0
-368,825,0
492.5,571.5,1
-69,976.5,0
-540,676.5,0
-274.5,908,0
518,768,0
-28.5,527.5,1
-763,964,0
-333.5,66,1
620.5,704.5,0
-960,-246,0
18.5,-998,0
639,913.5,0
-932,-206.5,0
-798.5,-874,0
-436,98,1
820.5,-61.5,0
206.5,610,1
756,432.5,0
-523,439,1
686,95,1
-721,787.5,0
-823.5,894,0
505.5,294.5,1
-323.5,719.5,1
-265.5,-308,1
-431,-44.5,1
338.5,417.5,1
-348.5,881,0
359.5,888.5,0
-358,-492.5,1
205.5,141,1
935,-970.5,0
-506,-759,0
77,207.5,1
-653,-966.5,0
315,-125.5,1
409.5,-448.5,1
-854.5,-939,0
-490,58,1
-746,-411,0
-956.5,-677,0
940.5,-463.5,0
923,-198.5,0
-382.5,657,1
89.5,-651.5,1
358,-909,0
-262,-824.5,0
-237.5,229,1
709,-533.5,0
848.5,742,0
318.5,-945,0
-705,72,1
-317.5,-102.5,1
-710.5,-234.5,1
664.5,485.5,0
-91,-383.5,1
-741,-634,0
-34,-58.5,1
295,-738.5,1
-999,119.5,0
442,-226.5,1
954.5,156,0
-972,153.5,0
356.5,93,1
572,-453,1
584,-541,1
470.5,-692.5,0
294,578.5,1
-303.5,-762.5,0
-886,794.5,0
-394,33,1
276,-908.5,0
205.5,-319.5,1
-82.5,491,1
293,-838,0
66,-825.5,0
297.5,-898.5,0
-455,273,1
-271.5,895.5,0
-862.5,-720.5,0
-606,-850,0
-91,-479,1
56,341.5,1
169,-18.5,1
447,-555,1
-622.5,0,1
948.5,899,0
993.5,-699.5,0
658,654.5,0
-372.5,88,1
-498,260.5,1
46,764.5,1
8.5,-749,1
459,970.5,0
-850.5,122,0
-418,-497,1
986,-837,0
-313,-615.5,1
696.5,295.5,1
908,383.5,0
-335.5,221.5,1
-387.5,118.5,1
-292,-50.5,1
-157.5,892,0
-187.5,846,0
263.5,-568,1
178,162,1
998,838.5,0
-574,-709.5,0
-876.5,990,0
863,-829,0
611.5,-541,0
620,163.5,1
-9.5,906.5,0
-63,-554.5,1
-813.5,804.5,0
-686.5,-22.5,1
-840.5,758,0
123,-67,1
-281,-738.5,1
-57,844.5,0
-931,319.5,0
-818,24,0
999.5,-64.5,0
753.5,-56,1
-571.5,339.5,1
-867,523,0
112,564,1
880.5,309.5,0
-639,620,0
-199.5,714.5,1
580.5,412.5,1
-387.5,119.5,1
-742,467.5,0
223.5,-977,0
487,797,0
188.5,541.5,1
-731,815,0
-317.5,-405.5,1
965,-673,0
-549,823,0
500,-641,0
-917.5,699.5,0
-729,-736.5,0
-725.5,-363.5,0
-569,-398.5,1
158,408.5,1
107.5,611,1
-60.5,139.5,1
964,925.5,0
209.5,694.5,1
287,949,0
-882,-626.5,0
-215.5,-526,1
13,46,1
751,63,1
-586,325.5,1
970.5,270,0
739.5,-95.5,1
-303.5,289.5,1
-568.5,560,1
-731,580,0
261,-400.5,1
142.5,989.5,0
25.5,695,1
942.5,858.5,0
-868.5,462,0
485,-490,1
643.5,156.5,1
774,-831.5,0
483.5,-469,1
-956.5,-695,0
128.5,735.5,1
-994.5,330.5,0
484,-590.5,1
580,-620,0
-306.5,-557.5,1
-211.5,-933.5,0
-760.5,910,0
-471.5,562,1
399,-32,1
-475,-309,1
-318.5,-54,1
-417,652,1
-239,-174,1
458.5,-369.5,1
587.5,-517,1
436.5,322.5,1
832,-143,0
-34.5,950,0
257.5,196,1
466,821.5,0
-554,-551.5,1
-691,-113.5,1
874.5,-359.5,0
858,767,0
918,-866,0
-542.5,-235,1
190,302,1
657.5,264.5,1
45,-38.5,1
686.5,-934.5,0
525.5,32,1
-426,-913,0
-342.5,449.5,1
165.5,293.5,1
244.5,-152,1
-510.5,-912.5,0
633,956.5,0
-247,-340.5,1
72,-794,1
917.5,-156.5,0
-492,32,1
926.5,519,0
727,-525,0
89,-775,1
-805,175,0
-562.5,-968.5,0
346.5,-326.5,1
-849.5,524,0
-479.5,-315.5,1
415,453.5,1
748,557,0
848,386,0
-63,-181,1
781.5,413.5,0
609.5,-424,1
671.5,892,0
197.5,-826,0
-217.5,-260.5,1
-942.5,-354,0
169,-64.5,1
-832.5,876,0
221,708.5,1
97.5,-310,1
-989.5,-915.5,0
982.5,497.5,0
552,-118.5,1
-44,-441,1
753.5,847,0
-852,147,0
828.5,-409.5,0
-920.5,-2,0
423,299,1
146.5,-508.5,1
464.5,-267.5,1
836.5,954.5,0
-342,-938.5,0
-170,-166,1
552,-269,1
925,-740,0
-614.5,-931,0
-692.5,-89,1
-456,836.5,0
744.5,-303,0
-100.5,197.5,1
738,-317.5,0
-985,-667,0
857,-506.5,0
971,-738,0
414,-241.5,1
-647,820.5,0
207,-871.5,0
-832,-344,0
-798.5,841.5,0
958,-606,0
164.5,515,1
872,27.5,0
-155.5,211.5,1
-433,-486.5,1
-642,306.5,1
647.5,-40,1
876,-354,0
418,-848.5,0
467.5,180.5,1
682.5,449.5,0
79.5,-956,0
-809,-2.5,0
-816.5,-652.5,0
-805.5,567.5,0
33.5,353.5,1
140.5,605,1
327,-348.5,1
-383,679.5,1
343,-613,1
728,-1,1
997.5,-889.5,0
-408.5,681,1
468.5,946,0
230.5,-139,1
-776,328.5,0
-402,-750.5,0
17,-98,1
-667,198.5,1
-634.5,348.5,1
-932.5,-770,0
67.5,875.5,0
802,-669,0
-482,-577,1
-897,339.5,0
-293.5,-866.5,0
-922,321.5,0
-288.5,-425.5,1
997.5,332,0
524.5,16,1
-865,-193,0
942.5,-450,0
-72.5,-218,1
869.5,422,0
-277,-354,1
-286.5,-454.5,1
-256.5,-191.5,1
586,829,0
288.5,408.5,1
-785.5,45.5,1
-736,358.5,0
140,384,1
684,-799.5,0
853,463,0
-206.5,-171.5,1
938,-106.5,0
-434.5,99,1
959.5,434,0
655,258.5,1
-815,245,0
-566.5,-240.5,1
-653.5,-869,0
17,-394.5,1
-119,-659,1
566,-831,0
-211,120.5,1
-303,416,1
155.5,-163,1
344.5,-810,0
-337,121.5,1
150,201.5,1
147.5,403,1
682,761.5,0
607,350,1
177,297.5,1
-24,-6.5,1
-86.5,-916,0
-646,100,1
411,-61.5,1
-291,-455.5,1
4.5,654.5,1
-820,-823.5,0
811.5,-935,0
-413.5,581.5,1
-956,859.5,0
222,175.5,1
-259.5,-104,1
805.5,62.5,0
448.5,106,1
-460.5,-704,0
-630,311.5,1
394.5,111,1
-128,366,1
220,724,1
-634.5,-728,0
-447.5,143.5,1
400,-781,0
-709,212.5,1
879.5,569.5,0
-16.5,817.5,0
-216,808.5,0
968.5,989,0
-92.5,778,1
228.5,-724.5,1
989,-952.5,0
-204,-291,1
978.5,166,0
373,-301,1
837.5,838.5,0
607,-551.5,0
744,712.5,0
-677.5,716.5,0
-988.5,-866,0
-743,680,0
233,-968,0
-688.5,785.5,0
578.5,-975,0
959,994.5,0
-829.5,-877.5,0
-975.5,-617,0
32,-495.5,1
174.5,-518.5,1
-406,640.5,1
979.5,-773.5,0
-832.5,94,0
293.5,-316.5,1
431,-418.5,1
300,-496,1
-581.5,389.5,1
261.5,-114,1
-799,726.5,0
194,535.5,1
992.5,44.5,0
734.5,-33,1
710.5,135,1
-991.5,938,0
-660,-204,1
19,-240.5,1
-122.5,-991,0
-168,763.5,1
674.5,975.5,0
-239.5,585,1
-591,-42.5,1
-671,997.5,0
601.5,-597,0
308.5,747,0
427.5,-235,1
-603.5,167.5,1
186,-72.5,1
-393.5,-903,0
-282.5,-603.5,1
-143.5,960,0
985.5,-790,0
852.5,246.5,0
-937,953,0
744.5,722.5,0
452.5,219.5,1
-754.5,376,0
-897.5,-867,0
-234.5,-288.5,1
-955.5,-314.5,0
-645.5,320,1
108,-307.5,1
435.5,514.5,1
167.5,647.5,1
-17,418.5,1
-929,-361.5,0
-612,-712,0
-661,-734,0
524.5,-693.5,0
464,893.5,0
-269.5,145,1
-842,971.5,0
-736.5,112.5,1
-290,-504.5,1
780.5,-793,0
-292.5,367,1
145.5,-544.5,1
-932.5,-783,0
786.5,-303,0
515,-73.5,1
378.5,253.5,1
-192.5,230.5,1
-565.5,-345,1
565,302.5,1
579.5,-558,0
-701,-436,0
18,-67,1
-810,-420,0
-377,641,1
-225,545.5,1
-345.5,-903,0
983,-872,0
-332.5,247,1
946.5,-364,0
387,367.5,1
323.5,402,1
-851,876,0
281.5,-378.5,1
-268.5,384,1
270,-593.5,1
-408,-96.5,1
587,-989.5,0
83.5,870,0
-414.5,122,1
587.5,262,1
572,-810.5,0
-184.5,516.5,1
-999,-731.5,0
-492.5,-453,1
444,-354.5,1
612.5,11.5,1
-281.5,-241.5,1
-894.5,886,0
-846,-451.5,0
-246.5,-476.5,1
251,-221,1
560,842,0
-485,93.5,1
-404.5,155.5,1
6,-986.5,0
-423.5,605,1
-565.5,260.5,1
335,65,1
832.5,475.5,0
262.5,615.5,1
630,-133.5,1
-136,35,1
811,545,0
819.5,661,0
-183,-30.5,1
275.5,-89,1
-96,-197,1
772,221,0
432,-352.5,1
540.5,199,1
83.5,-592,1
557.5,-521.5,1
814,567.5,0
668,832.5,0
-749,-341.5,0
-567,-382,1
-104,864.5,0
223.5,479,1
-763,284,0
-650.5,-568.5,0
-746.5,-506.5,0
-469,-919.5,0
-316.5,395,1
-834,-500.5,0
137,174.5,1
99.5,585,1
-628.5,-563,0
249.5,915.5,0
284.5,112,1
177,-324,1
-176.5,890,0
-828.5,215,0
361,-931.5,0
-388.5,-519.5,1
488.5,-188.5,1
-505.5,-803.5,0
-163.5,809.5,0
-798,48.5,1
50.5,-707.5,1
-984,-876.5,0
-442.5,769.5,0
430,-304.5,1
305.5,-775,0
39.5,-529.5,1
-989.5,65.5,0
-233.5,-8.5,1
-208.5,-500,1
-342,716.5,1
673,-874,0
25.5,-538.5,1
283.5,297.5,1
-2.5,-695,1
-234,256,1
-885,586,0
-456.5,-545,1
-31.5,582.5,1
-752,-625.5,0
708.5,32,1
-793,106.5,0
262.5,207,1
158,-135.5,1
254,-810.5,0
144.5,-101,1
666,446,0
836,190.5,0
205.5,-267,1
-546.5,129,1
744,-132.5,1
760,633,0
-428,325.5,1
523,493.5,1
61,-777,1
-355.5,-285.5,1
822.5,29.5,0
40.5,596,1
-500,-262.5,1
-487,-856.5,0
970,-417.5,0
546.5,-349,1
-318.5,58,1
-419,-761.5,0
-328,-816.5,0
136.5,380.5,1
500,-30,1
-908,-883,0
126,-990.5,0
279,-454,1
-32,504,1
-13,656,1
-613,409.5,1
382,-386,1
-168.5,-291,1
-702,-282.5,1
-823.5,-835.5,0
974,-801,0
181.5,829.5,0
-591,414,1
-738.5,-762.5,0
-24,386,1
-915,877,0
-741,-33.5,1
-926,543.5,0
402,-907,0
380.5,-741.5,0
-96.5,776,1
536,564,1
-560,905,0
-975.5,281,0
17,-966,0
630.5,-784.5,0
-58,780,1
797,158,0
814,-546,0
902.5,-594,0
-255,-410.5,1
435,-415.5,1
328.5,975.5,0
494,685.5,0
-668.5,864,0
597.5,-597.5,0
836.5,-833,0
660,260.5,1
-368.5,867.5,0
-119.5,-228.5,1
-75.5,-406,1
-361.5,191,1
-949,606.5,0
930,239.5,0
-62,84,1
833.5,-927,0
253.5,627.5,1
-164.5,-836.5,0
-777.5,518,0
-209.5,403.5,1
-989.5,-600.5,0
-478.5,409,1
931.5,518.5,0
-318.5,-986.5,0
917.5,435.5,0
737.5,17,1
-993,-915,0
527,-731.5,0
-417.5,583,1
720.5,847,0
-325,146.5,1
-913.5,535,0
500,340,1
1,175,1
797,185,0
686,-966.5,0
-556.5,-862,0
589.5,821.5,0
-117.5,274.5,1
48.5,608.5,1
550.5,828.5,0
-47,-720,1
439,-446,1
287,-174.5,1
-423.5,-173,1
-8.5,-321.5,1
-467.5,377.5,1
314.5,-81,1
296.5,-428.5,1
168.5,496,1
-555,287,1
-912.5,325.5,0
204.5,-498,1
-885,595,0
-409,659,1
-51,423,1
-723.5,-109,1
-211,206.5,1
-996.5,18.5,0
502,902.5,0
-821.5,710,0
-299,-979.5,0
576.5,269.5,1
-416,915.5,0
-461,277.5,1
201,-818,0
455.5,-106.5,1
422.5,-932.5,0
332,-399,1
590,-779.5,0
-54.5,-998.5,0
565.5,-968,0
-945,651,0
589,469,1
-70,-976,0
-356.5,972.5,0
-559,-442,1
163,78.5,1
134.5,-543,1
-17.5,760,1
-158.5,447.5,1
619,-983.5,0
462,-310.5,1
369,522.5,1
-688,-405.5,1
973,-499.5,0
-678,906,0
488.5,436.5,1
-356.5,-723,0
-48,-328.5,1
176,672.5,1
510,-217.5,1
670.5,-553.5,0
-566,-393.5,1
-639,437.5,1
-408.5,-932,0
-890,-665,0
-438.5,-208.5,1
-965,-139,0
-494,281,1
653,58,1
923,99,0
251.5,-325.5,1
562,979.5,0
240.5,106.5,1
-115,714.5,1
235.5,548.5,1
-503,109.5,1
-875,-324.5,0
-807,385.5,0
-956.5,229.5,0
574.5,-856.5,0
331,-300,1
-63,-339,1
-737.5,395,0
-455,-633,1
-703.5,-302,1
938,-271,0
282.5,-120.5,1
-739.5,-905,0
697.5,217,1
777.5,493,0
-360.5,116.5,1
-469.5,830.5,0
635,-230.5,1
583.5,358.5,1
-615.5,-651.5,0
540.5,-639.5,0
752.5,881,0
861.5,26,0
494,255.5,1
-358.5,253,1
63.5,635,1
-81,-976,0
536.5,413,1
951.5,-85.5,0
131,-542,1
-649,-419.5,1
-335.5,893.5,0
-268.5,-524.5,1
-588.5,-319.5,1
974.5,-568.5,0
625.5,-926,0
622,59.5,1
504,-333,1
-680.5,-205.5,1
-634,682.5,0
728,332,0
-871,422.5,0
-174.5,-414,1
-439.5,810,0
-3,139,1
-430.5,541.5,1
-735.5,525.5,0
478,751,0
-785.5,-773.5,0
485,-672,0
-898.5,-332.5,0
-285,-769,0
666,323.5,1
719.5,-67,1
573.5,212.5,1
-344.5,383,1
384,-954.5,0
870,-138.5,0
-667,-5.5,1
779.5,212.5,0
503.5,16,1
453,717.5,0
-838.5,-15.5,0
-720.5,567,0
-128,-16,1
656,-66.5,1
-556.5,-499.5,1
-549,973.5,0
-661,34,1
304.5,182,1
-834.5,-54,0
-125.5,-378.5,1
833.5,25,0
-483.5,25,1
510,10.5,1
-464,-844.5,0
675,-727,0
281.5,513.5,1
-295,541.5,1
-885,142,0
-516,645.5,0
273.5,-591,1
-943.5,-890.5,0
-663,-513,0
-796.5,998.5,0
-77.5,-411.5,1
-201.5,-700.5,1
-188.5,26.5,1
-229.5,-52,1
-77.5,115.5,1
-250,-680,1
239,-629,1
-89,684.5,1
-117.5,795,0
180,743.5,1
896.5,369,0
-899.5,917.5,0
-312,303,1
570,-770,0
367,-588.5,1
-420.5,-766.5,0
-493,159,1
137.5,-869.5,0
-700.5,-805,0
-548.5,451.5,1
70,710,1
-439,918,0
35.5,-497,1
840,-391,0
-412,-187.5,1
-576,572,0
986.5,-572,0
-935,237.5,0
-752,22,1
863,-758.5,0
-715,121,1
-734,977,0
228,-827.5,0
589.5,-583.5,0
232.5,-760.5,1
506.5,830,0
-773,-92,1
936.5,-933.5,0
503.5,-51,1
559,-598.5,0
912,853,0
-871.5,128.5,0
936.5,933.5,0
931.5,-517.5,0
663.5,-212,1
895,260.5,0
-294,-426,1
426,-273.5,1
234,183.5,1
529,-700.5,0
42.5,-287.5,1
186.5,161,1
663.5,-607.5,0
-984,-628.5,0
514.5,-497.5,1
113,-615.5,1
-21,-600,1
-906.5,-710,0
-79,-891,0
